日期,当前持仓,调整后方案
2024-02-07,1.1077144748407037,1.158186950568394
2024-02-08,1.1077787755436144,1.1593437693426487
2024-02-19,1.1079572658921515,1.1590955058771288
2024-02-20,1.10824470898727,1.1575783521983456
2024-02-21,1.1082269667197593,1.1578861479487355
2024-02-22,1.1087690877746792,1.1664100056839568
2024-02-23,1.1085089972231195,1.1660593016755103
2024-02-26,1.109790809489111,1.1656010387243358
2024-02-27,1.110220953167671,1.16788449294147
2024-02-28,1.1100890408280566,1.1650435279028302
2024-02-29,1.1107723720618286,1.1698729446215141
2024-03-01,1.1114289637488506,1.1748950479960436
2024-03-04,1.1131895682201707,1.1755169761128588
2024-03-05,1.1152448375920154,1.1738446780896552
2024-03-06,1.1164625402928885,1.1762977394208358
2024-03-07,1.1182201910745744,1.1808978459998174
2024-03-08,1.1182172929478775,1.1784792603218475
2024-03-11,1.1186313947453903,1.179463569437886
2024-03-12,1.1181151931407967,1.1827779547366375
2024-03-13,1.1178142503460942,1.1802236528159706
2024-03-14,1.1179094571480703,1.1791893112661724
2024-03-15,1.1184029632999324,1.177412163780872
2024-03-18,1.117762784335115,1.179980680797656
2024-03-19,1.1182114812920867,1.1810192960773984
2024-03-20,1.118653562811771,1.1848388639972376
2024-03-21,1.1215957902396,1.1884460331044844
2024-03-22,1.1205222813681914,1.1865989900949696
2024-03-25,1.12040866334031,1.1844069571447475
2024-03-26,1.1207412279220053,1.1838065292267546
2024-03-27,1.121934734704963,1.1851651119108648
2024-03-28,1.12277618008619,1.1866115862041915
2024-03-29,1.1253266900932335,1.1897372798073567
2024-04-01,1.12705086561412,1.1931273630208037
2024-04-02,1.1271214517060497,1.1902258818702771
2024-04-03,1.128339498543877,1.191471007676367
2024-04-08,1.1329826344809084,1.1937037815067717
2024-04-09,1.1335958858398631,1.1953209658950599
2024-04-10,1.1340485336058292,1.1915922062065856
2024-04-11,1.133496482163831,1.1944970413127147
2024-04-12,1.1368544909098983,1.192449979473761
2024-04-15,1.134671587621616,1.1878596076786352
2024-04-16,1.1357431488045033,1.1869072565222405
2024-04-17,1.1363052453410476,1.1868901357411503
2024-04-18,1.1361178359260693,1.1854935786337553
2024-04-19,1.136496252254771,1.1807108707907876
2024-04-22,1.1345880398199153,1.181093643329049
2024-04-23,1.131739697980113,1.181658531105753
2024-04-24,1.132414214964963,1.1837017303088646
2024-04-25,1.1324020995181836,1.1821498945269713
2024-04-26,1.1338129018296241,1.1895296748772297
2024-04-29,1.1326151689530257,1.1911624054426493
2024-04-30,1.1316691790844886,1.1842036744334343
2024-05-06,1.132003010598929,1.1961935241697774
2024-05-07,1.1323867534009209,1.1967909505561136
2024-05-08,1.13227226185256,1.195563753262997
